Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
3263,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF,74.64949693,14048064
3264,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF,13.2711808,704306
3265,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,None,2.5,DMF,16.30928058,52484.77344
3266,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,DMF,11.28578326,207518.2188
3267,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,DMF,15.13727596,755833.25
3268,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,DMF,10.53389343,444812.9688
3269,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,DMF,11.97859209,173021.5781
3270,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,DMF,12.0993095,700686.5
3271,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,DMF,12.04775164,213165.625
3272,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,DMF,12.21171787,259159.4844
3273,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,DMF,16.18462931,522593.0625
3274,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,DMF,14.92358595,78142.19531
3275,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,DMF,22.91049499,133837.3438
3276,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,DMF,19.14635892,62210.96484
3277,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,20.61846194,66098.46094
3278,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,18.77544897,103705.4766
3279,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,DMF,19.47996935,260763.9063
3280,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,DMF,17.78754541,145612.25
3281,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,19.49599733,119955.0234
3282,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,17.96180837,105914.0313
3283,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,18.40663926,85394.49219
3284,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,17.82072284,70897.91406
3285,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,23.72616715,121644.8203
3286,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,20.83821055,73193.85938
3287,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,19.94269635,34462.49219
3288,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,17.26189772,63816.98438
3289,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,12.16330856,55162.00391
3290,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,18.27103264,88422.25
3291,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,11.77497394,185320.9063
3292,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,11.43045694,163013.4375
3293,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,14.01970483,376664.5938
3294,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,11.7386466,117513.1875
3295,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,12.19635057,46816.61328
3296,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,11.9378217,84855.14844
3297,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,13.78220837,99639.42188
3298,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,23.37474341,44439.65234
3299,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,17.00451291,34314.83203
3300,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,12.80045887,498438.375
3301,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,14.71832897,60607.36719
3302,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,12.38244306,67333.40625
3303,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,13.09770392,410423.0625
3304,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,10.48581203,95711.53906
3305,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,11.45386289,45296.60156
3306,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,11.4656459,60785.69141
3307,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,15.88336844,89927.71094
3308,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,11.17515923,60467.23438
3309,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,25.71426047,0
3310,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,11.71875839,44385.07031
3311,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,16.74811024,213241.375
3312,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,12.90797232,84640.5
3313,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,23.44451372,36696.28125
3314,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,11.78255256,197567.7188
3315,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,14.48514747,196816.8594
3316,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,11.21300069,143321.1875
3317,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,20.77481339,107962.2656
3318,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,12.19801453,90793.84375
3319,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,13.0360981,135485.5313
3320,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,11.90104801,88343.05469
3321,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,15.23479276,64063.60547
3322,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,14.72576367,120814.125
3323,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,18.01849801,95606
3324,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,13.22719765,63220.53516
3325,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,32.42248594,33481.47656
3326,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,28.73475625,80334.14063
3327,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,31.16595075,152449.9688
3328,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,11.47637931,273014.5625
3329,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,29.54139066,55034.19922
3330,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,13.88162795,335074.6875
3331,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,30.17815871,66946.82031
3332,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,12.93035145,97469.53906
3333,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,16.48017574,100602.9453
3334,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,16.19190126,85252.77344
3335,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,20.15939241,170310.7031
3336,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,13.42182503,66054.64844
3337,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,CsF,2.5,DMF,36.91235294,94336.32031
3338,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,11.66772587,129276.0781
3339,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,DMF,32.48495797,153888.1406
3340,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,10.88168349,262319.7188
3341,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,13.6480559,99146.75781
3342,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,12.80055152,223271.9688
3343,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,14.04700154,241115.6406
3344,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,12.53386846,145464.2969
3345,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,34.91790738,67108.76563
3346,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,33.09199115,78088.875
3347,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,17.28363108,295616.2813
3348,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,12.85874158,103929.8906
3349,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,12.89716087,119631.1641
3350,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,11.86049167,139696.25
3351,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,DMF,13.70237901,321964.4375
3352,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,11.93459696,334099.1563
3353,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,11.79058434,87200.36719
3354,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,25.41358629,83982.63281
3355,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,33.14023026,59737.5
3356,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,12.96101937,109714.7422
3357,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,16.48536477,89183.11719
3358,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,35.78292737,32389.50781
3359,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,43.66002851,41039.08984
3360,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,13.52241157,66872.6875
3361,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,None,2.5,MeOH,19.99357565,0
3362,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,MeOH,24.5657868,6192443
3363,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,MeOH,48.08345905,11601735
3364,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,MeOH,54.99358575,15230014
3365,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,MeOH,26.09515204,6518785.5
3366,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,MeOH,38.1979179,9957023
3367,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,MeOH,71.94564989,15638682
3368,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,MeOH,25.89235702,6703877.5
3369,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,MeOH,21.15561227,3217771.75
3370,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,MeOH,27.68532896,5403098.5
3371,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,MeOH,28.31725804,4801608
3372,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,MeOH,14.63799064,929345.5625
3373,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeOH,43.69321808,9391256
3374,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,23.77160757,5804549
3375,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeOH,72.56343512,16326479
3376,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,39.1075543,9902390
3377,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,61.52600853,14378329
3378,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,35.64336894,8907001
3379,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,35.27120454,6439333.5
3380,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,47.03321957,11240668
3381,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,39.17303463,6500163.5
3382,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,51.1744244,10677923
3383,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,60.68233423,11128142
3384,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,18.96184921,3273377.5
3385,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,KOH,2.5,MeOH,43.8814114,9263078
3386,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,20.75535528,4572438.5
3387,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeOH,73.51728556,16560959
3388,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,30.22091818,7497970
3389,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,49.14915852,11134760
3390,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,37.72364573,9991068
3391,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,36.05198753,6639140
3392,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,45.38012967,11397075
3393,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,34.6066728,5639326
3394,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,47.37770242,10061720
3395,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,61.33527688,11813812
3396,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,20.33845285,3809752
3397,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeOH,46.06861274,10875223
3398,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,20.84829598,3479252
3399,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeOH,74.41155832,16201347
3400,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,25.49276397,6816924
3401,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeOH,47.91973377,11257685
3402,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeOH,31.7840313,8324766.5
